Lynn’s Block WS,Pressure On/Off,Soil Moisture 8 in,Soil Moisture 16 in,Soil Moisture 24 in,Soil Moisture 32 in,Soil Moisture 40 in,Soil Moisture 44 in,Soil Moisture 48 in
5/9/2020 3:00:00 PM,0,34.02,54.91,52.86,61.78,65.53,67.04,66.72
5/9/2020 2:00:00 PM,0,33.95,55.03,52.92,61.81,65.55,67.09,66.72
5/9/2020 1:00:00 PM,0,33.91,55.15,53,61.87,65.51,67.16,66.74
5/9/2020 12:00:00 PM,0,33.85,55.26,53.09,61.94,65.47,67.21,66.74
5/9/2020 11:00:00 AM,0,33.78,55.43,53.15,61.99,65.46,67.26,66.82
5/9/2020 10:00:00 AM,0,33.81,55.57,53.22,62.08,65.4,67.29,66.86
5/9/2020 9:00:00 AM,0,33.81,55.72,53.28,62.14,65.4,67.3,66.88
5/9/2020 8:00:00 AM,0,33.87,55.82,53.31,62.15,65.43,67.34,66.89
5/9/2020 7:00:00 AM,0,33.93,55.83,53.35,62.15,65.4,67.35,66.9
5/9/2020 6:00:00 AM,0,34.01,55.83,53.34,62.16,65.35,67.35,66.89
5/9/2020 5:00:00 AM,0,34.06,55.86,53.34,62.16,65.34,67.34,66.89
5/9/2020 4:00:00 AM,0,34.11,55.81,53.32,62.16,65.33,67.36,66.9
5/9/2020 3:00:00 AM,0,34.18,55.74,53.31,62.15,65.32,67.36,66.91
5/9/2020 2:00:00 AM,0,34.2,55.69,53.29,62.15,65.29,67.38,66.92
5/9/2020 1:00:00 AM,0,34.27,55.67,53.27,62.14,65.26,67.41,66.91
5/9/2020 12:00:00 AM,0,34.31,55.66,53.26,62.13,65.25,67.41,66.97
5/8/2020 11:00:00 PM,0,34.37,55.56,53.24,62.08,65.22,67.42,67.02
5/8/2020 10:00:00 PM,0,34.42,55.46,53.21,62.07,65.21,67.41,67.08
5/8/2020 9:00:00 PM,0,34.47,55.38,53.18,62.06,65.22,67.41,67.07
5/8/2020 8:00:00 PM,0,34.51,55.3,53.17,62.03,65.24,67.42,67.09
5/8/2020 7:00:00 PM,0,34.48,55.17,53.15,62.03,65.26,67.42,67.12
5/8/2020 6:00:00 PM,0,34.47,55.08,53.14,62.03,65.26,67.4,67.09
5/8/2020 5:00:00 PM,0,34.45,55.05,53.13,62.04,65.27,67.4,67.09
5/8/2020 4:00:00 PM,0,34.39,55.09,53.17,62.13,65.28,67.4,67.11
5/8/2020 3:00:00 PM,0,34.29,55.19,53.23,62.18,65.28,67.38,67.21
5/8/2020 2:00:00 PM,0,34.18,55.34,53.3,62.27,65.31,67.39,67.32
5/8/2020 1:00:00 PM,0,34.12,55.5,53.36,62.32,65.35,67.41,67.34
5/8/2020 12:00:00 PM,0,34.06,55.64,53.45,62.35,65.39,67.45,67.36
5/8/2020 11:00:00 AM,0,34.06,55.81,53.54,62.39,65.41,67.48,67.42
5/8/2020 10:00:00 AM,0,34.05,55.96,53.59,62.45,65.43,67.51,67.42
5/8/2020 9:00:00 AM,0,34.09,55.99,53.63,62.47,65.45,67.55,67.39
5/8/2020 8:00:00 AM,0,34.09,56.13,53.67,62.51,65.5,67.56,67.34
5/8/2020 7:00:00 AM,0,34.15,56.2,53.7,62.53,65.51,67.59,67.3
5/8/2020 6:00:00 AM,0,34.24,56.21,53.69,62.56,65.55,67.6,67.26
5/8/2020 5:00:00 AM,0,34.3,56.17,53.68,62.54,65.57,67.61,67.24
5/8/2020 4:00:00 AM,0,34.4,56.13,53.7,62.55,65.61,67.62,67.26
5/8/2020 3:00:00 AM,0,34.48,56.08,53.71,62.56,65.65,67.63,67.26
5/8/2020 2:00:00 AM,0,34.54,56.14,53.7,62.56,65.66,67.63,67.23
5/8/2020 1:00:00 AM,0,34.61,56.06,53.67,62.55,65.63,67.64,67.2
5/8/2020 12:00:00 AM,0,34.66,55.95,53.65,62.53,65.55,67.64,67.18
5/7/2020 11:00:00 PM,0,34.72,55.84,53.65,62.51,65.45,67.64,67.18
5/7/2020 10:00:00 PM,0,34.79,55.72,53.62,62.48,65.53,67.65,67.16
5/7/2020 9:00:00 PM,0,34.84,55.62,53.6,62.45,65.55,67.65,67.16
5/7/2020 8:00:00 PM,0,34.85,55.54,53.59,62.44,65.61,67.65,67.18
5/7/2020 7:00:00 PM,0,34.9,55.41,53.58,62.38,65.7,67.66,67.15
5/7/2020 6:00:00 PM,0,34.9,55.33,53.58,62.35,65.7,67.68,67.13
5/7/2020 5:00:00 PM,0,34.9,55.32,53.61,62.36,65.73,67.7,67.16
5/7/2020 4:00:00 PM,0,34.88,55.38,53.64,62.38,65.74,67.73,67.2
5/7/2020 3:00:00 PM,0,34.74,55.46,53.7,62.38,65.77,67.76,67.21
5/7/2020 2:00:00 PM,0,34.62,55.6,53.77,62.41,65.78,67.79,67.28
5/7/2020 1:00:00 PM,0,34.57,55.75,53.84,62.42,65.8,67.83,67.28
5/7/2020 12:00:00 PM,0,34.56,55.88,53.9,62.46,65.82,67.85,67.33
5/7/2020 11:00:00 AM,0,34.55,56.01,53.96,62.48,65.85,67.86,67.35
5/7/2020 10:00:00 AM,0,34.55,56.15,54.03,62.51,65.89,67.89,67.39
5/7/2020 9:00:00 AM,0,34.62,56.28,54.1,62.53,65.9,67.91,67.43
5/7/2020 8:00:00 AM,0,34.66,56.4,54.15,62.57,65.92,67.93,67.47
5/7/2020 7:00:00 AM,0,34.73,56.5,54.17,62.63,65.94,67.93,67.48
5/7/2020 6:00:00 AM,0,34.75,56.55,54.2,62.64,65.97,67.99,67.51
5/7/2020 5:00:00 AM,0,34.79,56.53,54.22,62.66,65.97,67.95,67.54
5/7/2020 4:00:00 AM,0,34.86,56.52,54.24,62.65,65.99,67.97,67.59
5/7/2020 3:00:00 AM,0,34.92,56.48,54.23,62.67,66,67.99,67.64
5/7/2020 2:00:00 AM,0,34.97,56.38,54.23,62.66,66,68,67.65
5/7/2020 1:00:00 AM,0,35.05,56.26,54.22,62.65,66.01,68,67.68
5/7/2020 12:00:00 AM,0,35.09,56.2,54.2,62.65,66.04,68,67.72
5/6/2020 11:00:00 PM,0,35.16,56.03,54.19,62.65,66.05,68.01,67.78
5/6/2020 10:00:00 PM,0,35.21,55.94,54.18,62.6,66.07,68.01,67.81
5/6/2020 9:00:00 PM,0,35.26,55.85,54.18,62.66,66.09,68.02,67.83
5/6/2020 8:00:00 PM,0,35.31,55.69,54.18,62.68,66.1,68,67.85
5/6/2020 7:00:00 PM,0,35.31,55.51,54.18,62.71,66.15,68,67.86
5/6/2020 6:00:00 PM,0,35.35,55.43,54.2,62.72,66.16,68.01,67.87
5/6/2020 5:00:00 PM,0,35.34,55.44,54.22,62.74,66.22,68.02,67.89
5/6/2020 4:00:00 PM,0,35.28,55.47,54.25,62.77,66.26,68.07,67.91
5/6/2020 3:00:00 PM,0,35.19,55.49,54.31,62.81,66.3,68.08,67.93
5/6/2020 2:00:00 PM,0,35.16,55.55,54.37,62.85,66.34,68.13,67.96
5/6/2020 1:00:00 PM,0,35.18,55.7,54.46,62.88,66.39,68.14,68
5/6/2020 12:00:00 PM,0,35.18,55.77,54.53,62.92,66.41,68.19,68.04
5/6/2020 11:00:00 AM,0,35.22,55.81,54.57,62.96,66.44,68.25,68.04
5/6/2020 10:00:00 AM,0,35.26,55.76,54.62,62.97,66.47,68.26,68.06
5/6/2020 9:00:00 AM,0,35.31,55.88,54.7,62.99,66.5,68.26,68.07
5/6/2020 8:00:00 AM,0,35.37,56.02,54.77,63.01,66.53,68.26,68.1
5/6/2020 7:00:00 AM,0,35.43,56.2,54.83,63.02,66.54,68.24,68.11
5/6/2020 6:00:00 AM,0,35.47,56.27,54.82,63.02,66.54,68.26,68.11
5/6/2020 5:00:00 AM,0,35.53,56.26,54.82,63.02,66.55,68.24,68.11
5/6/2020 4:00:00 AM,0,35.57,56.29,54.82,63.02,66.54,68.22,68.11
5/6/2020 3:00:00 AM,0,35.68,56.29,54.81,63.02,66.56,68.21,68.12
5/6/2020 2:00:00 AM,0,35.77,56.3,54.79,63.03,66.57,68.22,68.1
5/6/2020 1:00:00 AM,0,35.85,56.22,54.78,63.02,66.57,68.23,68.11
5/6/2020 12:00:00 AM,0,35.94,56.09,54.75,63.03,66.58,68.23,68.12
5/5/2020 11:00:00 PM,0,36,55.97,54.76,63.02,66.57,68.26,68.12
5/5/2020 10:00:00 PM,0,36.1,55.88,54.72,63.03,66.59,68.29,68.11
5/5/2020 9:00:00 PM,0,36.16,55.86,54.73,63.02,66.59,68.33,68.12
5/5/2020 8:00:00 PM,0,36.17,55.73,54.73,63.04,66.6,68.29,68.11
5/5/2020 7:00:00 PM,0,36.24,55.59,54.74,63.05,66.6,68.29,68.12
5/5/2020 6:00:00 PM,0,36.21,55.56,54.75,63.07,66.62,68.31,68.11
5/5/2020 5:00:00 PM,0,36.22,55.59,54.79,63.08,66.65,68.33,68.12
5/5/2020 4:00:00 PM,0,36.14,55.71,54.85,63.11,66.68,68.38,68.13
5/5/2020 3:00:00 PM,0,36.06,55.86,54.91,63.15,66.69,68.41,68.14
5/5/2020 2:00:00 PM,0,36.03,56.06,54.97,63.2,66.73,68.43,68.18
5/5/2020 1:00:00 PM,0,36.05,56.26,55.05,63.27,66.75,68.47,68.21
5/5/2020 12:00:00 PM,0,36.03,56.47,55.12,63.3,66.79,68.52,68.21
5/5/2020 11:00:00 AM,0,35.99,56.61,55.17,63.31,66.82,68.58,68.24
5/5/2020 10:00:00 AM,0,36.04,56.75,55.24,63.32,66.84,68.6,68.25
5/5/2020 9:00:00 AM,0,36.12,56.86,55.29,63.31,66.86,68.68,68.27
5/5/2020 8:00:00 AM,0,36.24,57,55.33,63.29,66.88,68.71,68.28
5/5/2020 7:00:00 AM,0,36.33,57.12,55.35,63.31,66.89,68.73,68.28
5/5/2020 6:00:00 AM,0,36.42,57.12,55.37,63.33,66.89,68.77,68.29
5/5/2020 5:00:00 AM,0,36.47,57.11,55.37,63.35,66.89,68.81,68.29
5/5/2020 4:00:00 AM,0,36.54,57.09,55.37,63.33,66.91,68.82,68.29
5/5/2020 3:00:00 AM,0,36.59,57.07,55.38,63.36,66.92,68.83,68.3
5/5/2020 2:00:00 AM,0,36.67,57.05,55.38,63.38,66.93,68.84,68.3
5/5/2020 1:00:00 AM,0,36.76,57.05,55.39,63.37,66.95,68.83,68.31
5/5/2020 12:00:00 AM,0,36.86,57.01,55.4,63.4,66.96,68.82,68.3
5/4/2020 11:00:00 PM,0,36.95,56.92,55.41,63.41,67,68.82,68.31
5/4/2020 10:00:00 PM,0,37.05,56.8,55.42,63.43,66.99,68.8,68.32
5/4/2020 9:00:00 PM,0,37.14,56.71,55.44,63.45,67.08,68.78,68.34
5/4/2020 8:00:00 PM,0,37.17,56.67,55.45,63.47,67.09,68.75,68.35
5/4/2020 7:00:00 PM,0,37.19,56.58,55.47,63.53,67.15,68.73,68.34
5/4/2020 6:00:00 PM,0,37.16,56.56,55.51,63.56,67.15,68.71,68.36
5/4/2020 5:00:00 PM,0,37.17,56.61,55.55,63.57,67.23,68.7,68.39
5/4/2020 4:00:00 PM,0,37.09,56.72,55.6,63.59,67.28,68.69,68.4
5/4/2020 3:00:00 PM,0,37.02,56.92,55.67,63.63,67.31,68.65,68.43
5/4/2020 2:00:00 PM,0,36.95,57.14,55.74,63.69,67.32,68.53,68.47
5/4/2020 1:00:00 PM,0,36.93,57.38,55.82,63.72,67.39,68.47,68.51
5/4/2020 12:00:00 PM,0,36.89,57.56,55.9,63.76,67.42,68.44,68.52
5/4/2020 11:00:00 AM,0,36.94,57.74,55.96,63.82,67.44,68.43,68.57
5/4/2020 10:00:00 AM,0,36.94,57.94,56.04,63.88,67.47,68.49,68.62
5/4/2020 9:00:00 AM,0,37.04,58.15,56.11,63.9,67.52,68.54,68.65
5/4/2020 8:00:00 AM,0,37.02,58.34,56.16,63.94,67.54,68.55,68.66
5/4/2020 7:00:00 AM,0,37.1,58.5,56.21,63.98,67.57,68.52,68.67
5/4/2020 6:00:00 AM,0,37.18,58.55,56.24,63.97,67.58,68.54,68.69
5/4/2020 5:00:00 AM,0,37.21,58.56,56.26,63.99,67.6,68.6,68.7
5/4/2020 4:00:00 AM,0,37.32,58.56,56.29,64.03,67.61,68.69,68.72
5/4/2020 3:00:00 AM,0,37.38,58.55,56.31,64.06,67.63,68.71,68.74
5/4/2020 2:00:00 AM,0,37.45,58.5,56.33,64.07,67.63,68.77,68.77
5/4/2020 1:00:00 AM,0,37.5,58.46,56.36,64.08,67.65,68.8,68.8
5/4/2020 12:00:00 AM,0,37.58,58.39,56.39,64.08,67.67,68.75,68.8
5/3/2020 11:00:00 PM,0,37.6,58.32,56.42,64.08,67.69,68.73,68.81
5/3/2020 10:00:00 PM,0,37.68,58.34,56.44,64.08,67.71,68.71,68.82
5/3/2020 9:00:00 PM,0,37.75,58.29,56.47,64.11,67.74,68.62,68.84
5/3/2020 8:00:00 PM,0,37.78,58.21,56.5,64.11,67.77,68.64,68.84
5/3/2020 7:00:00 PM,0,37.79,58.18,56.53,64.14,67.78,68.73,68.87
5/3/2020 6:00:00 PM,0,37.8,58.18,56.59,64.18,67.78,68.74,68.88
5/3/2020 5:00:00 PM,0,37.77,58.3,56.67,64.22,67.82,68.81,68.93
5/3/2020 4:00:00 PM,0,37.72,58.5,56.73,64.26,67.85,68.85,68.95
5/3/2020 3:00:00 PM,0,37.57,58.81,56.81,64.34,67.91,68.89,68.96
5/3/2020 2:00:00 PM,0,37.45,59.13,56.88,64.39,67.94,68.9,69
5/3/2020 1:00:00 PM,0,37.35,59.48,56.97,64.43,67.97,68.91,69.03
5/3/2020 12:00:00 PM,0,37.31,59.82,57.04,64.46,67.99,68.95,69.08
5/3/2020 11:00:00 AM,0,37.25,60.16,57.13,64.53,68.05,68.98,69.12
5/3/2020 10:00:00 AM,0,37.21,60.48,57.21,64.57,68.1,69.07,69.13
5/3/2020 9:00:00 AM,0,37.25,60.73,57.28,64.6,68.12,69.32,69.21
5/3/2020 8:00:00 AM,0,37.2,60.99,57.32,64.62,68.14,69.36,69.24
5/3/2020 7:00:00 AM,0,37.21,61.24,57.38,64.63,68.17,69.41,69.28
5/3/2020 6:00:00 AM,0,37.23,61.44,57.46,64.67,68.21,69.47,69.31
5/3/2020 5:00:00 AM,0,37.27,61.59,57.53,64.68,68.25,69.49,69.34
5/3/2020 4:00:00 AM,0,37.25,61.73,57.58,64.7,68.27,69.52,69.35
5/3/2020 3:00:00 AM,0,37.29,61.89,57.66,64.76,68.29,69.53,69.35
5/3/2020 2:00:00 AM,0,37.25,62.04,57.74,64.8,68.3,69.57,69.38
5/3/2020 1:00:00 AM,0,37.28,62.19,57.82,64.83,68.33,69.65,69.42
5/3/2020 12:00:00 AM,0,37.21,62.42,57.93,64.84,68.39,69.69,69.45
5/2/2020 11:00:00 PM,0,37.18,62.7,58.03,64.92,68.41,69.74,69.5
5/2/2020 10:00:00 PM,0,37.2,63.05,58.15,64.99,68.43,69.74,69.51
5/2/2020 9:00:00 PM,0,37.15,63.54,58.26,65.06,68.49,69.76,69.56
5/2/2020 8:00:00 PM,0,37.14,64.31,58.4,65.15,68.52,69.77,69.61
5/2/2020 7:00:00 PM,1,37.17,65.42,58.59,65.17,68.49,69.73,69.57
5/2/2020 6:00:00 PM,1,37.03,65.71,58.57,65.1,68.42,69.58,69.41
5/2/2020 5:00:00 PM,1,36.89,65.76,58.49,64.95,68.28,69.42,69.26
5/2/2020 4:00:00 PM,1,36.69,65.88,58.43,64.85,68.13,69.37,69.12
5/2/2020 3:00:00 PM,1,36.49,65.87,58.37,64.75,68.02,69.24,69
5/2/2020 2:00:00 PM,1,36.32,65.83,58.3,64.64,67.89,69.07,68.84
5/2/2020 1:00:00 PM,1,36.14,65.88,58.21,64.5,67.73,68.87,68.65
5/2/2020 12:00:00 PM,1,35.92,65.94,58.11,64.33,67.62,68.64,68.45
5/2/2020 11:00:00 AM,1,35.7,65.95,58,64.15,67.43,68.41,68.25
5/2/2020 10:00:00 AM,1,35.57,65.89,57.89,63.97,67.22,68.17,68
5/2/2020 9:00:00 AM,1,35.41,65.84,57.74,63.74,66.94,67.89,67.74
5/2/2020 8:00:00 AM,1,35.34,65.78,57.59,63.62,66.71,67.6,67.57
5/2/2020 7:00:00 AM,1,35.24,65.61,57.42,63.4,66.48,67.28,67.38
5/2/2020 6:00:00 AM,1,35.11,65.35,57.2,63.19,66.17,66.94,67.23
5/2/2020 5:00:00 AM,1,34.97,65.03,56.92,62.84,65.78,66.63,67.11
5/2/2020 4:00:00 AM,1,34.84,64.71,56.66,62.49,65.44,66.37,67.04
5/2/2020 3:00:00 AM,1,34.67,64.3,56.32,62.03,65.16,66.18,67.02
5/2/2020 2:00:00 AM,1,34.51,63.89,55.91,61.57,64.93,66.05,66.98
5/2/2020 1:00:00 AM,1,34.33,63.42,55.46,61.21,64.81,65.96,66.97
5/2/2020 12:00:00 AM,1,34.22,63,55.09,61.02,64.73,65.91,66.97
5/1/2020 11:00:00 PM,1,34.12,62.31,54.58,60.88,64.67,65.87,66.95
5/1/2020 10:00:00 PM,1,34.07,61.38,54.1,60.72,64.64,65.82,66.93
5/1/2020 9:00:00 PM,1,33.96,60.24,53.55,60.68,64.64,65.77,66.97
5/1/2020 8:00:00 PM,1,33.86,58.42,52.62,60.48,64.62,65.74,66.97
5/1/2020 7:00:00 PM,1,33.8,54.42,51.9,60.46,64.62,65.71,66.98
5/1/2020 6:00:00 PM,0,33.78,52.82,51.89,60.47,64.62,65.72,66.97
5/1/2020 5:00:00 PM,0,33.74,52.86,51.91,60.49,64.62,65.74,66.97
5/1/2020 4:00:00 PM,0,33.62,52.94,51.95,60.5,64.62,65.77,66.97
5/1/2020 3:00:00 PM,0,33.45,53.06,52.01,60.51,64.63,65.8,66.97
5/1/2020 2:00:00 PM,0,33.34,53.2,52.07,60.53,64.64,65.81,66.98
5/1/2020 1:00:00 PM,0,33.32,53.35,52.11,60.55,64.66,65.82,66.99
5/1/2020 12:00:00 PM,0,33.28,53.46,52.16,60.58,64.67,65.79,66.99
5/1/2020 11:00:00 AM,0,33.23,53.53,52.21,60.6,64.69,65.75,67
5/1/2020 10:00:00 AM,0,33.24,53.65,52.26,60.61,64.69,65.66,67.01
5/1/2020 9:00:00 AM,0,33.27,53.81,52.3,60.61,64.68,65.61,67.03
5/1/2020 8:00:00 AM,0,33.3,53.88,52.31,60.62,64.69,65.64,67.01
5/1/2020 7:00:00 AM,0,33.33,53.94,52.34,60.6,64.69,65.66,67.01
5/1/2020 6:00:00 AM,0,33.4,53.94,52.35,60.59,64.68,65.68,67
5/1/2020 5:00:00 AM,0,33.44,53.92,52.34,60.56,64.67,65.69,67.01
5/1/2020 4:00:00 AM,0,33.52,53.9,52.32,60.54,64.67,65.71,67.01
5/1/2020 3:00:00 AM,0,33.58,53.83,52.28,60.52,64.65,65.72,67
5/1/2020 2:00:00 AM,0,33.68,53.78,52.26,60.52,64.66,65.76,66.99
5/1/2020 1:00:00 AM,0,33.75,53.72,52.24,60.51,64.68,65.77,66.98
5/1/2020 12:00:00 AM,0,33.81,53.6,52.21,60.51,64.67,65.78,66.99
4/30/2020 11:00:00 PM,0,33.86,53.53,52.19,60.5,64.64,65.8,67
4/30/2020 10:00:00 PM,0,33.9,53.41,52.17,60.48,64.62,65.81,66.98
4/30/2020 9:00:00 PM,0,33.96,53.39,52.14,60.47,64.61,65.81,67.01
4/30/2020 8:00:00 PM,0,34.03,53.32,52.12,60.45,64.53,65.81,67.02
4/30/2020 7:00:00 PM,0,34.04,53.21,52.09,60.43,64.48,65.81,67.02
4/30/2020 6:00:00 PM,0,34.01,53.16,52.08,60.43,64.42,65.83,67.01
4/30/2020 5:00:00 PM,0,33.98,53.18,52.11,60.44,64.28,65.85,67.01
4/30/2020 4:00:00 PM,0,33.88,53.27,52.14,60.44,64.06,65.86,67
4/30/2020 3:00:00 PM,0,33.69,53.41,52.2,60.46,63.85,65.86,67.01
4/30/2020 2:00:00 PM,0,33.6,53.54,52.24,60.48,63.83,65.9,67.02
4/30/2020 1:00:00 PM,0,33.59,53.7,52.3,60.49,63.83,65.93,67.03
4/30/2020 12:00:00 PM,0,33.55,53.81,52.37,60.53,63.81,66.04,67.03
4/30/2020 11:00:00 AM,0,33.51,53.89,52.42,60.59,63.83,66.05,67.04
4/30/2020 10:00:00 AM,0,33.49,54.01,52.47,60.6,63.88,66.13,67.07
4/30/2020 9:00:00 AM,0,33.53,54.14,52.51,60.59,63.85,66.28,67.06
4/30/2020 8:00:00 AM,0,33.55,54.22,52.55,60.6,63.79,66.39,67.09
4/30/2020 7:00:00 AM,0,33.61,54.24,52.54,60.61,63.82,66.47,67.11
4/30/2020 6:00:00 AM,0,33.63,54.24,52.52,60.6,63.82,66.49,67.11
4/30/2020 5:00:00 AM,0,33.7,54.21,52.49,60.56,63.81,66.49,67.11
4/30/2020 4:00:00 AM,0,33.75,54.16,52.47,60.55,63.8,66.49,67.11
4/30/2020 3:00:00 AM,0,33.8,54.12,52.45,60.54,63.74,66.49,67.1
4/30/2020 2:00:00 AM,0,33.88,54.06,52.43,60.54,63.72,66.49,67.1
4/30/2020 1:00:00 AM,0,33.94,53.99,52.44,60.53,63.77,66.49,67.09
4/30/2020 12:00:00 AM,0,33.99,53.91,52.44,60.53,63.81,66.49,67.08
4/29/2020 11:00:00 PM,0,34.03,53.83,52.4,60.55,63.81,66.49,67.08
4/29/2020 10:00:00 PM,0,34.06,53.79,52.38,60.54,63.82,66.48,67.06
4/29/2020 9:00:00 PM,0,34.1,53.74,52.35,60.56,63.83,66.48,67.05
4/29/2020 8:00:00 PM,0,34.08,53.64,52.32,60.54,63.87,66.48,67.05
4/29/2020 7:00:00 PM,0,34.11,53.56,52.28,60.52,63.88,66.49,67.03
4/29/2020 6:00:00 PM,0,34.1,53.54,52.28,60.53,63.86,66.49,67.02
4/29/2020 5:00:00 PM,0,34.1,53.55,52.28,60.51,64,66.49,67.01
4/29/2020 4:00:00 PM,0,34.02,53.6,52.31,60.52,64.11,66.5,67.01
4/29/2020 3:00:00 PM,0,33.92,53.75,52.35,60.52,64.29,66.52,67.02
4/29/2020 2:00:00 PM,0,33.86,53.88,52.38,60.56,64.33,66.54,67.03
4/29/2020 1:00:00 PM,0,33.82,53.98,52.41,60.57,64.35,66.57,67.04
4/29/2020 12:00:00 PM,0,33.76,54.07,52.44,60.58,64.38,66.59,67.05
4/29/2020 11:00:00 AM,0,33.8,54.15,52.49,60.6,64.38,66.6,67.05
4/29/2020 10:00:00 AM,0,33.81,54.25,52.58,60.6,64.42,66.6,67.09
4/29/2020 9:00:00 AM,0,33.78,54.33,52.6,60.61,64.41,66.62,67.12
4/29/2020 8:00:00 AM,0,33.85,54.41,52.61,60.64,64.42,66.62,67.14
4/29/2020 7:00:00 AM,0,33.91,54.42,52.6,60.64,64.41,66.61,67.14
4/29/2020 6:00:00 AM,0,33.96,54.4,52.6,60.62,64.4,66.61,67.15
4/29/2020 5:00:00 AM,0,34.03,54.36,52.58,60.61,64.39,66.61,67.13
4/29/2020 4:00:00 AM,0,34.1,54.35,52.55,60.6,64.39,66.61,67.13
4/29/2020 3:00:00 AM,0,34.16,54.32,52.53,60.58,64.39,66.6,67.12
4/29/2020 2:00:00 AM,0,34.2,54.27,52.51,60.56,64.39,66.6,67.11
4/29/2020 1:00:00 AM,0,34.27,54.16,52.47,60.55,64.37,66.59,67.1
4/29/2020 12:00:00 AM,0,34.31,54.04,52.44,60.53,64.34,66.61,67.1
4/28/2020 11:00:00 PM,0,34.34,53.97,52.46,60.53,64.31,66.62,67.09
4/28/2020 10:00:00 PM,0,34.4,53.93,52.46,60.53,64.3,66.64,67.08
4/28/2020 9:00:00 PM,0,34.44,53.78,52.42,60.55,64.29,66.65,67.08
4/28/2020 8:00:00 PM,0,34.46,53.67,52.38,60.54,64.27,66.65,67.11
4/28/2020 7:00:00 PM,0,34.47,53.61,52.34,60.52,64.27,66.64,67.11
4/28/2020 6:00:00 PM,0,34.49,53.58,52.33,60.51,64.26,66.69,67.13
4/28/2020 5:00:00 PM,0,34.47,53.58,52.35,60.51,64.26,66.72,67.14
4/28/2020 4:00:00 PM,0,34.38,53.66,52.39,60.52,64.26,66.74,67.14
4/28/2020 3:00:00 PM,0,34.21,53.73,52.42,60.54,64.26,66.75,67.15
4/28/2020 2:00:00 PM,0,34.06,53.85,52.47,60.54,64.28,66.76,67.15
4/28/2020 1:00:00 PM,0,33.99,53.96,52.5,60.57,64.28,66.77,67.16
4/28/2020 12:00:00 PM,0,33.97,54.09,52.57,60.59,64.28,66.78,67.17
4/28/2020 11:00:00 AM,0,33.92,54.21,52.66,60.59,64.28,66.79,67.17
4/28/2020 10:00:00 AM,0,33.89,54.34,52.7,60.6,64.3,66.79,67.17
4/28/2020 9:00:00 AM,0,33.94,54.43,52.72,60.6,64.34,66.79,67.18
4/28/2020 8:00:00 AM,0,33.97,54.54,52.74,60.61,64.36,66.8,67.19
4/28/2020 7:00:00 AM,0,34.02,54.58,52.77,60.63,64.36,66.8,67.19
4/28/2020 6:00:00 AM,0,34.05,54.59,52.77,60.64,64.34,66.79,67.19
4/28/2020 5:00:00 AM,0,34.07,54.56,52.74,60.67,64.29,66.8,67.18
4/28/2020 4:00:00 AM,0,34.09,54.54,52.73,60.65,64.31,66.8,67.18
4/28/2020 3:00:00 AM,0,34.15,54.5,52.72,60.63,64.29,66.79,67.18
4/28/2020 2:00:00 AM,0,34.19,54.43,52.72,60.61,64.28,66.79,67.18
4/28/2020 1:00:00 AM,0,34.23,54.34,52.71,60.6,64.27,66.79,67.18
4/28/2020 12:00:00 AM,0,34.29,54.3,52.69,60.6,64.26,66.79,67.18
4/27/2020 11:00:00 PM,0,34.35,54.26,52.67,60.57,64.24,66.79,67.18
4/27/2020 10:00:00 PM,0,34.42,54.21,52.64,60.57,64.21,66.79,67.17
4/27/2020 9:00:00 PM,0,34.45,54.11,52.63,60.56,64.14,66.81,67.16
4/27/2020 8:00:00 PM,0,34.48,54.02,52.6,60.55,64.02,66.85,67.17
4/27/2020 7:00:00 PM,0,34.49,53.91,52.56,60.57,63.89,66.86,67.17
4/27/2020 6:00:00 PM,0,34.46,53.89,52.54,60.59,63.77,66.87,67.16
4/27/2020 5:00:00 PM,0,34.41,53.92,52.57,60.59,63.72,66.88,67.18
4/27/2020 4:00:00 PM,0,34.28,54,52.61,60.6,63.7,66.88,67.2
4/27/2020 3:00:00 PM,0,34.16,54.09,52.63,60.61,63.7,66.91,67.21
4/27/2020 2:00:00 PM,0,34.06,54.19,52.67,60.61,63.7,66.91,67.21
4/27/2020 1:00:00 PM,0,34.03,54.34,52.73,60.62,63.68,66.93,67.22
4/27/2020 12:00:00 PM,0,33.98,54.49,52.86,60.63,63.65,66.95,67.23
4/27/2020 11:00:00 AM,0,33.92,54.62,52.94,60.63,63.64,66.97,67.24
4/27/2020 10:00:00 AM,0,33.93,54.72,52.97,60.63,63.61,66.97,67.25
4/27/2020 9:00:00 AM,0,33.99,54.83,52.99,60.63,63.59,66.99,67.25
4/27/2020 8:00:00 AM,0,34.02,54.93,53.02,60.62,63.57,66.99,67.25
4/27/2020 7:00:00 AM,0,34.07,54.97,53,60.62,63.57,67.02,67.24
4/27/2020 6:00:00 AM,0,34.12,54.96,52.99,60.62,63.56,67.02,67.24
4/27/2020 5:00:00 AM,0,34.17,54.9,52.96,60.63,63.58,67.01,67.24
4/27/2020 4:00:00 AM,0,34.24,54.83,52.95,60.64,63.62,66.99,67.23
4/27/2020 3:00:00 AM,0,34.28,54.79,52.93,60.63,63.62,66.99,67.23
4/27/2020 2:00:00 AM,0,34.36,54.76,52.89,60.6,63.62,66.99,67.24
4/27/2020 1:00:00 AM,0,34.43,54.67,52.85,60.59,63.62,66.99,67.24
